Video Time,Neutral,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Action Unit 01 - Inner Brow Raiser,Action Unit 02 - Outer Brow Raiser,Action Unit 04 - Brow Lowerer,Action Unit 05 - Upper Lid Raiser,Action Unit 06 - Cheek Raiser,Action Unit 07 - Lid Tightener,Action Unit 09 - Nose Wrinkler,Action Unit 10 - Upper Lip Raiser,Action Unit 12 - Lip Corner Puller,Action Unit 14 - Dimpler,Action Unit 15 - Lip Corner Depressor,Action Unit 17 - Chin Raiser,Action Unit 18 - Lip Puckerer,Action Unit 20 - Lip Stretcher,Action Unit 23 - Lip Tightener,Action Unit 24 - Lip Pressor,Action Unit 25 - Lips Part,Action Unit 26 - Jaw Drop,Action Unit 27 - Mouth Stretch,Action Unit 43 - Eyes Closed,Stimulus,Event Marker,Interest,Boredom,Confusion
00:31.3,0.5957614,0.01988155,0.1661888,0.01934729,0.1096867,0.01689912,0.01227663,-0.1463073,0.7923105,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3379718,0,0
00:31.3,0.5960214,0.01972143,0.1662933,0.01927703,0.1094201,0.01695477,0.01235761,-0.1465719,0.792039,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3375174,0,0
00:31.3,0.5961497,0.01956475,0.1664713,0.01925239,0.109017,0.01703619,0.01244809,-0.1469065,0.7918174,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3372406,0,0
00:31.4,0.5964649,0.0193981,0.1665838,0.0192868,0.1084733,0.01710592,0.01253345,-0.1471857,0.7915493,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3370177,0,0
00:31.4,0.596615,0.01922335,0.1671836,0.01928044,0.1076439,0.01715785,0.01259138,-0.1479602,0.7911436,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3368451,0,0
00:31.4,0.5967428,0.01904831,0.1675393,0.01927441,0.1069066,0.01722738,0.01265312,-0.148491,0.7907014,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3367188,0,0
00:31.5,0.5969267,0.01887988,0.1676134,0.01925819,0.1064674,0.01732482,0.01270717,-0.1487335,0.7902241,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3367325,0,0
00:31.5,0.5970309,0.01869968,0.1679065,0.01917377,0.1061583,0.01743391,0.01275175,-0.1492068,0.7896207,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3367497,0,0
00:31.5,0.5970871,0.01851628,0.1683207,0.01904035,0.1059471,0.01752826,0.01279713,-0.1498045,0.788891,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3367581,0,0
00:31.6,0.5969752,0.01832075,0.1685102,0.0188659,0.1064042,0.0176235,0.01283781,-0.1501894,0.7882001,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3368534,0,0
00:31.6,0.5969935,0.01808204,0.1681279,0.01864604,0.1074723,0.01764124,0.0128285,-0.1500459,0.7875456,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3370157,0,0
00:31.6,0.5972041,0.01781721,0.1677803,0.01844184,0.1082936,0.01761433,0.01280008,-0.1499631,0.7869254,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3372381,0,0
00:31.7,0.5977069,0.01754585,0.167631,0.01820229,0.1086607,0.01755797,0.01274642,-0.1500852,0.7862443,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3374074,0,0
00:31.7,0.5981744,0.01724749,0.1681608,0.01799253,0.108639,0.01744847,0.01266956,-0.1509133,0.7852971,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3372858,0,0
00:31.7,0.5985434,0.01692525,0.1685771,0.01768153,0.1088618,0.01729241,0.01257786,-0.1516519,0.7844017,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,C,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3372369,0,0
00:31.8,0.5989382,0.01661935,0.169011,0.01738906,0.1091747,0.01713547,0.01247729,-0.1523917,0.7835547,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3372554,0,0
00:31.8,0.5994638,0.01629975,0.1693641,0.01709396,0.1093324,0.01696944,0.01237024,-0.1530643,0.7826605,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3371254,0,0
00:31.8,0.5997816,0.01603502,0.1699329,0.01678844,0.109517,0.01677944,0.01224837,-0.1538979,0.7818152,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3369613,0,0
00:31.9,0.6004458,0.01584307,0.170391,0.01653066,0.1093072,0.01662264,0.01215037,-0.1545479,0.7809228,D,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3366575,0,0
00:31.9,0.6010872,0.01566819,0.1709537,0.01634663,0.1088174,0.0164459,0.01205123,-0.1552855,0.7800331,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,B,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3359848,0,0
00:31.9,0.6019304,0.01547112,0.1716293,0.0163327,0.1077314,0.01633645,0.01196346,-0.1561581,0.7788103,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3349642,0,0
00:32.0,0.6034901,0.01528494,0.1718248,0.01641763,0.1063451,0.01628493,0.01187735,-0.1565399,0.7773668,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3337214,0,0
00:32.0,0.6058612,0.01511483,0.1716952,0.01652018,0.10463,0.01626615,0.01179846,-0.1565804,0.7754143,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3321651,0,0
00:32.0,0.6089272,0.01492551,0.1712568,0.01658051,0.1026504,0.01629464,0.01171107,-0.1563313,0.7731913,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,A,C,NotActive,NotActive,No Stimulus,No Event Marker,0.3303153,0,0
00:32.1,0.6125483,0.01473432,0.1705919,0.01666363,0.1005248,0.01637656,0.01162625,-0.1558576,0.7707141,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,A,B,NotActive,NotActive,No Stimulus,No Event Marker,0.3284251,0,0
00:32.1,0.6158941,0.01457258,0.169942,0.01698326,0.09811686,0.01644583,0.01156451,-0.1553694,0.7679987,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,C,NotActive,NotActive,NotActive,NotActive,A,B,NotActive,NotActive,No Stimulus,No Event Marker,0.3265947,0,0
00:32.1,0.6180345,0.01454933,0.1696987,0.01752153,0.09570669,0.01656399,0.01158046,-0.1551493,0.7651532,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,A,B,NotActive,NotActive,No Stimulus,No Event Marker,0.324927,0,0
00:32.2,0.6184729,0.01464949,0.1700472,0.0181898,0.09339356,0.01679493,0.01168196,-0.1553977,0.7621871,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,No Stimulus,No Event Marker,0.3233161,0,0
00:32.2,0.6168801,0.01487752,0.1706345,0.01913413,0.09114759,0.01708784,0.01183451,-0.155757,0.7588069,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,B,NotActive,NotActive,No Stimulus,No Event Marker,0.3215169,0,0
00:32.2,0.6139965,0.01518888,0.1714766,0.02021177,0.08928853,0.01736983,0.01200551,-0.1562877,0.7556409,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3201193,0,0
00:32.3,0.610348,0.01549751,0.1724492,0.0214309,0.08756938,0.01768841,0.01219293,-0.1569516,0.7523776,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3188595,0,0
00:32.3,0.6058263,0.01577766,0.1741211,0.02275522,0.08602141,0.01807497,0.01236916,-0.1583435,0.7490247,B,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3176349,0,0
00:32.3,0.600981,0.01601604,0.1759699,0.02429807,0.08491153,0.0185257,0.0125126,-0.1599539,0.7458912,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3167828,0,0
00:32.4,0.5961565,0.01619922,0.1775739,0.02602269,0.08431814,0.01897497,0.0126345,-0.1613747,0.7429659,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3165463,0,0
00:32.4,0.5912696,0.01632365,0.1797175,0.02777884,0.08361981,0.01943647,0.01273011,-0.1633939,0.7399372,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3309651,0,0
00:32.4,0.5867135,0.01638533,0.1817819,0.02944342,0.08324788,0.02000602,0.01279394,-0.1653965,0.7371145,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3437397,0,0
00:32.5,0.5820055,0.01639939,0.1845551,0.03111002,0.08269707,0.0205579,0.01283805,-0.1681557,0.734186,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3545846,0,0
00:32.5,0.5774737,0.01638812,0.187266,0.03293649,0.08258122,0.02102245,0.01286915,-0.1708778,0.7314612,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3642022,0,0
00:32.5,0.5729893,0.01634632,0.190212,0.03459229,0.08266546,0.02161952,0.01291007,-0.1738657,0.7283268,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3719067,0,0
00:32.6,0.5687023,0.01627775,0.193125,0.03629345,0.08282002,0.02218881,0.01291953,-0.1768472,0.725411,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3786896,0,0
00:32.6,0.5643713,0.01620185,0.1959846,0.03796938,0.08286427,0.02275426,0.01296086,-0.1797827,0.7224017,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3844203,0,0
00:32.6,0.5603592,0.01610487,0.1992081,0.03936501,0.08262996,0.02339399,0.01300153,-0.1831032,0.7190044,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3888243,0,0
00:32.7,0.5565981,0.01597221,0.2024573,0.04064074,0.08258674,0.02406413,0.01303085,-0.1864851,0.7158464,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.392752,0,0
00:32.7,0.5531439,0.01582731,0.2056959,0.04187348,0.0823472,0.02481199,0.01307378,-0.1898686,0.712916,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3963017,0,0
00:32.7,0.5495375,0.01562876,0.2098914,0.04310973,0.08206069,0.02554673,0.01308974,-0.1942626,0.710109,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.3995467,0,0
00:32.8,0.5459068,0.01537823,0.2145396,0.04432567,0.08176333,0.02637495,0.01307956,-0.1991613,0.7075135,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4026879,0,0
00:32.8,0.5422634,0.01511042,0.2196113,0.04548455,0.08152695,0.02739922,0.01307126,-0.2045009,0.7048169,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4052186,0,0
00:32.8,0.5386999,0.01480578,0.2249849,0.04666349,0.08152193,0.02855931,0.01304816,-0.2101792,0.7023284,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4076372,0,0
00:32.9,0.5348789,0.01447839,0.2315886,0.04789052,0.08119012,0.02976007,0.01302073,-0.2171103,0.6997357,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4095441,0,0
00:32.9,0.5311581,0.01414209,0.2385756,0.04903159,0.08095259,0.03131499,0.01302498,-0.2244335,0.6973485,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4115545,0,0
00:32.9,0.5263838,0.01381045,0.248257,0.0496501,0.08080579,0.03247355,0.01307533,-0.2344466,0.6951565,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4135616,0,0
00:33.0,0.5200282,0.01341033,0.2590951,0.04940877,0.08094741,0.03327103,0.01308445,-0.2456848,0.6925461,C,C,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4145671,0,0
00:33.0,0.5115973,0.01299596,0.2722461,0.04862848,0.08101272,0.0336291,0.0131094,-0.2592501,0.6895425,C,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4147739,0,0
00:33.0,0.5020329,0.0126289,0.2871256,0.04777332,0.08100627,0.03364846,0.01318264,-0.2744967,0.6861699,C,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4142384,0,0
00:33.1,0.4917746,0.01229834,0.3031006,0.04697321,0.08082988,0.03359186,0.01332866,-0.2908022,0.6827529,C,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4134563,0,0
00:33.1,0.4808805,0.01200253,0.3203872,0.04649053,0.08033796,0.03343575,0.01349599,-0.3083846,0.6792961,C,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4125819,0,0
00:33.1,0.4709516,0.01177647,0.3359337,0.04628146,0.08024595,0.03339741,0.01367643,-0.3241572,0.6758041,C,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4115058,0,0
00:33.2,0.4619808,0.01156514,0.3508257,0.04626837,0.08037101,0.0336142,0.01386407,-0.3392605,0.6719795,C,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4098035,0,0
00:33.2,0.4540796,0.01130172,0.3664221,0.0463477,0.08031162,0.03394794,0.01404698,-0.3551204,0.6678436,B,B,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,No Stimulus,No Event Marker,0.4075165,0,0
00:33.2,0.4468991,0.01101017,0.3829879,0.04671518,0.07991637,0.03433317,0.01430064,-0.3719777,0.6634168,B,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.4044509,0,0
00:33.3,0.4396946,0.0107175,0.4003874,0.04739219,0.07919547,0.03606065,0.01472766,-0.3896699,0.6587906,B,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.4006318,0,0
00:33.3,0.4327589,0.0104062,0.4176363,0.04830437,0.07809593,0.03813205,0.01523233,-0.4072301,0.6541541,B,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,B,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3961096,0,0
00:33.3,0.4262722,0.0100484,0.4340187,0.04923049,0.07691799,0.03957861,0.01566326,-0.4239703,0.6495587,B,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,B,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3908248,0,0
00:33.4,0.421757,0.009662266,0.4449281,0.05006965,0.07631528,0.04051594,0.01597068,-0.4352658,0.6450946,A,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,B,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.384965,0,0
00:33.4,0.4187956,0.009273984,0.450789,0.05055099,0.0767893,0.04095863,0.01619467,-0.441515,0.6405268,A,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,B,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.37857,0,0
00:33.4,0.4187253,0.008973725,0.450121,0.05052267,0.07814503,0.04111089,0.01636538,-0.4411473,0.6358641,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,B,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3716627,0,0
00:33.5,0.4215544,0.008736957,0.4444027,0.05013152,0.08039041,0.04093734,0.01645708,-0.4356657,0.6312642,A,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,NotActive,D,A,NotActive,NotActive,NotActive,NotActive,A,NotActive,NotActive,No Stimulus,No Event Marker,0.3645917,0,0
